
build/at01.blastn
Chr5 238539 238696 similar to Chr4|AT4G00020.1|-|3895-4172,4265-4438,4545-4749,4839-4901,4977-5119,5406-5588,5657-5855,6605-6676,6760-6871,6975-7056,7144-7194,7294-7375,7453-7638,7712-7834,8001-8155,8244-8368,8463-9437,9686-9847,9982-10125,10211-10455|
Chr5 240528 240680 similar to Chr4|AT4G00020.1|-|3895-4172,4265-4438,4545-4749,4839-4901,4977-5119,5406-5588,5657-5855,6605-6676,6760-6871,6975-7056,7144-7194,7294-7375,7453-7638,7712-7834,8001-8155,8244-8368,8463-9437,9686-9847,9982-10125,10211-10455|
Chr5 235981 236129 similar to Chr4|AT4G00020.1|-|3895-4172,4265-4438,4545-4749,4839-4901,4977-5119,5406-5588,5657-5855,6605-6676,6760-6871,6975-7056,7144-7194,7294-7375,7453-7638,7712-7834,8001-8155,8244-8368,8463-9437,9686-9847,9982-10125,10211-10455|
Chr5 238257 238379 similar to Chr4|AT4G00020.1|-|3895-4172,4265-4438,4545-4749,4839-4901,4977-5119,5406-5588,5657-5855,6605-6676,6760-6871,6975-7056,7144-7194,7294-7375,7453-7638,7712-7834,8001-8155,8244-8368,8463-9437,9686-9847,9982-10125,10211-10455|
Chr5 238783 238908 similar to Chr4|AT4G00020.1|-|3895-4172,4265-4438,4545-4749,4839-4901,4977-5119,5406-5588,5657-5855,6605-6676,6760-6871,6975-7056,7144-7194,7294-7375,7453-7638,7712-7834,8001-8155,8244-8368,8463-9437,9686-9847,9982-10125,10211-10455|
Chr5 237312 237425 similar to Chr4|AT4G00020.1|-|3895-4172,4265-4438,4545-4749,4839-4901,4977-5119,5406-5588,5657-5855,6605-6676,6760-6871,6975-7056,7144-7194,7294-7375,7453-7638,7712-7834,8001-8155,8244-8368,8463-9437,9686-9847,9982-10125,10211-10455|
Chr5 237521 237608 similar to Chr4|AT4G00020.1|-|3895-4172,4265-4438,4545-4749,4839-4901,4977-5119,5406-5588,5657-5855,6605-6676,6760-6871,6975-7056,7144-7194,7294-7375,7453-7638,7712-7834,8001-8155,8244-8368,8463-9437,9686-9847,9982-10125,10211-10455|
Chr5 235089 235182 similar to Chr4|AT4G00020.1|-|3895-4172,4265-4438,4545-4749,4839-4901,4977-5119,5406-5588,5657-5855,6605-6676,6760-6871,6975-7056,7144-7194,7294-7375,7453-7638,7712-7834,8001-8155,8244-8368,8463-9437,9686-9847,9982-10125,10211-10455|
Chr5 237157 237232 similar to Chr4|AT4G00020.1|-|3895-4172,4265-4438,4545-4749,4839-4901,4977-5119,5406-5588,5657-5855,6605-6676,6760-6871,6975-7056,7144-7194,7294-7375,7453-7638,7712-7834,8001-8155,8244-8368,8463-9437,9686-9847,9982-10125,10211-10455|
Chr5 237843 237925 similar to Chr4|AT4G00020.1|-|3895-4172,4265-4438,4545-4749,4839-4901,4977-5119,5406-5588,5657-5855,6605-6676,6760-6871,6975-7056,7144-7194,7294-7375,7453-7638,7712-7834,8001-8155,8244-8368,8463-9437,9686-9847,9982-10125,10211-10455|
Chr5 235846 235915 similar to Chr4|AT4G00020.1|-|3895-4172,4265-4438,4545-4749,4839-4901,4977-5119,5406-5588,5657-5855,6605-6676,6760-6871,6975-7056,7144-7194,7294-7375,7453-7638,7712-7834,8001-8155,8244-8368,8463-9437,9686-9847,9982-10125,10211-10455|
Chr5 237692 237743 similar to Chr4|AT4G00020.1|-|3895-4172,4265-4438,4545-4749,4839-4901,4977-5119,5406-5588,5657-5855,6605-6676,6760-6871,6975-7056,7144-7194,7294-7375,7453-7638,7712-7834,8001-8155,8244-8368,8463-9437,9686-9847,9982-10125,10211-10455|
Chr4 8461 9439 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 4543 4751 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 5653 5857 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 7450 7640 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 5406 5590 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 4263 4439 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 7999 8156 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 10210 10364 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 9982 10134 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 4976 5124 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 7712 7834 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 8244 8369 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 6758 6871 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 6971 7058 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 4079 4172 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 6603 6678 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 7294 7376 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 4839 4908 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 7143 7194 similar to Chr5|AT5G01630.1|-|234851-235182,235275-235448,235552-235756,235846-235908,235982-236124,236411-236593,236662-236860,237159-237230,237314-237425,237525-237606,237693-237743,237843-237924,237999-238184,238257-238379,238541-238695,238783-238907,239000-239986,240231-240392,240528-240671,240758-240911|
Chr4 100854 101436 similar to Chr4|AT4G00290.1|-|122851-123207,123362-123583,123730-123837,123966-124066,124271-124548,124627-125304,125477-125591|
Chr4 101515 101786 similar to Chr4|AT4G00290.1|-|122851-123207,123362-123583,123730-123837,123966-124066,124271-124548,124627-125304,125477-125591|
Chr4 105295 105375 similar to Chr4|AT4G00290.1|-|122851-123207,123362-123583,123730-123837,123966-124066,124271-124548,124627-125304,125477-125591|
Chr4 124627 125150 similar to Chr4|AT4G00234.1|+|100919-101436,101515-101788|
Chr4 124276 124548 similar to Chr4|AT4G00234.1|+|100919-101436,101515-101788|
Chr4 105295 105375 similar to Chr4|AT4G00234.1|+|100919-101436,101515-101788|
Chr5 14759 14874 similar to Chr5|AT5G01050.1|-|18086-18393,18481-19449,19570-19680,19970-20214,20358-20509,20714-20812|
Chr5 16042 16142 similar to Chr5|AT5G01050.1|-|18086-18393,18481-19449,19570-19680,19970-20214,20358-20509,20714-20812|
Chr5 19569 19680 similar to Chr5|AT5G01040.1|-|13128-13578,13703-14665,14764-14874,15191-15435,15579-15730,16044-16173|
Chr5 183137 183234 similar to Chr5|AT5G01445.1|-|181877-182151,182239-182312,182398-182581|
Chr4 122937 123220 similar to Chr4|AT4G00231.1|+|97499-98107,98203-99353|
Chr4 119706 119788 similar to Chr4|AT4G00231.1|+|97499-98107,98203-99353|
Chr2 10370 10514 similar to Chr2|AT2G01008.1|+|1025-1272,1458-1510,1873-2810|
Chr2 3081 3139 similar to Chr2|AT2G01008.1|+|1025-1272,1458-1510,1873-2810|

build/ce01.blastn
X 98674 98766 similar to X|Transcript:Y73B3A.4.1|-|95614-96494,97552-97644,97840-97962,99060-99482,100760-101019,102898-103411,104619-104777|
IV 24683 24840 similar to IV|Transcript:Y38C1AB.3.1|+|21493-21555,21606-21689,21736-21870,22523-22606,22656-22777,22894-22972,23046-23198|
IV 26011 26145 similar to IV|Transcript:Y38C1AB.3.1|+|21493-21555,21606-21689,21736-21870,22523-22606,22656-22777,22894-22972,23046-23198|
IV 25103 25226 similar to IV|Transcript:Y38C1AB.3.1|+|21493-21555,21606-21689,21736-21870,22523-22606,22656-22777,22894-22972,23046-23198|
IV 25270 25358 similar to IV|Transcript:Y38C1AB.3.1|+|21493-21555,21606-21689,21736-21870,22523-22606,22656-22777,22894-22972,23046-23198|
IV 26192 26275 similar to IV|Transcript:Y38C1AB.3.1|+|21493-21555,21606-21689,21736-21870,22523-22606,22656-22777,22894-22972,23046-23198|
IV 24909 24987 similar to IV|Transcript:Y38C1AB.3.1|+|21493-21555,21606-21689,21736-21870,22523-22606,22656-22777,22894-22972,23046-23198|
IV 26322 26388 similar to IV|Transcript:Y38C1AB.3.1|+|21493-21555,21606-21689,21736-21870,22523-22606,22656-22777,22894-22972,23046-23198|
I 58272 58443 similar to I|Transcript:Y48G1C.5.1|-|55293-55450,55890-56047,56124-56293,56537-56687,56872-57053,57257-57625,59045-60236,61236-62051,62774-62974,63797-63856,63904-63972,64018-64066|
I 58117 58198 similar to I|Transcript:Y48G1C.5.1|-|55293-55450,55890-56047,56124-56293,56537-56687,56872-57053,57257-57625,59045-60236,61236-62051,62774-62974,63797-63856,63904-63972,64018-64066|
X 27975 28158 similar to X|Transcript:Y73B3A.20.1|+|47690-48020,48069-48204,48269-48322,48366-48435,48480-48548,48694-48762,52784-52945,57769-58063|
IV 14704 15416 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 1625 2227 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 6256 6704 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 641 1065 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 13704 14035 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 12468 12798 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 5460 5784 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 1285 1501 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 8351 8549 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 7944 8130 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 13183 13346 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 11267 11421 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 7705 7856 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 7309 7454 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 4907 5045 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 2696 2773 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 5144 5220 similar to IV|Transcript:Y38C1AB.8a.1|-|32463-33173,33845-34175,34536-34694,35082-35410,36458-36611,39331-39527,39749-39928,40023-40174,40425-40567,41176-41620,42095-42417,42659-42733,42834-42970,45106-45181,45652-46254,46378-46594,46814-47235,47791-47872,48276-48502,48559-48693,48797-48880|
IV 32465 33175 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 45652 46254 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 41172 41620 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 46814 47238 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 33844 34175 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 35078 35411 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 42095 42419 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 46378 46594 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 39330 39528 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 39746 39935 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 34533 34696 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 36458 36612 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 40023 40174 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 40425 40570 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 42834 42972 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 45106 45183 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
IV 42659 42735 similar to IV|Transcript:Y38C1AB.4d.1|+|641-1065,1285-1501,1625-2227,2698-2773,4909-5045,5146-5220,5462-5784,6259-6703,7312-7454,7705-7856,7951-8130,8352-8548,11268-11421,12469-12797,13185-13343,13704-14034,14706-15414|
X 128205 128545 similar to X|CDS:Y73B3A.6|-|125694-126035,126079-126697,126747-126867,127045-127192,127571-127783|
IV 15499 16165 similar to IV|Transcript:Y38C1AB.2.1|+|26982-27131,27181-27274,27321-27435,27557-27709,27756-27969,28247-28330,28501-28677,29041-29343,29639-29717,29765-30029,30075-30146,31714-32380|
IV 18538 18850 similar to IV|Transcript:Y38C1AB.2.1|+|26982-27131,27181-27274,27321-27435,27557-27709,27756-27969,28247-28330,28501-28677,29041-29343,29639-29717,29765-30029,30075-30146,31714-32380|
IV 17852 18124 similar to IV|Transcript:Y38C1AB.2.1|+|26982-27131,27181-27274,27321-27435,27557-27709,27756-27969,28247-28330,28501-28677,29041-29343,29639-29717,29765-30029,30075-30146,31714-32380|
IV 19912 20125 similar to IV|Transcript:Y38C1AB.2.1|+|26982-27131,27181-27274,27321-27435,27557-27709,27756-27969,28247-28330,28501-28677,29041-29343,29639-29717,29765-30029,30075-30146,31714-32380|
IV 19204 19380 similar to IV|Transcript:Y38C1AB.2.1|+|26982-27131,27181-27274,27321-27435,27557-27709,27756-27969,28247-28330,28501-28677,29041-29343,29639-29717,29765-30029,30075-30146,31714-32380|
IV 20172 20324 similar to IV|Transcript:Y38C1AB.2.1|+|26982-27131,27181-27274,27321-27435,27557-27709,27756-27969,28247-28330,28501-28677,29041-29343,29639-29717,29765-30029,30075-30146,31714-32380|
IV 20737 20899 similar to IV|Transcript:Y38C1AB.2.1|+|26982-27131,27181-27274,27321-27435,27557-27709,27756-27969,28247-28330,28501-28677,29041-29343,29639-29717,29765-30029,30075-30146,31714-32380|
IV 20444 20561 similar to IV|Transcript:Y38C1AB.2.1|+|26982-27131,27181-27274,27321-27435,27557-27709,27756-27969,28247-28330,28501-28677,29041-29343,29639-29717,29765-30029,30075-30146,31714-32380|
IV 20607 20702 similar to IV|Transcript:Y38C1AB.2.1|+|26982-27131,27181-27274,27321-27435,27557-27709,27756-27969,28247-28330,28501-28677,29041-29343,29639-29717,29765-30029,30075-30146,31714-32380|
IV 19551 19635 similar to IV|Transcript:Y38C1AB.2.1|+|26982-27131,27181-27274,27321-27435,27557-27709,27756-27969,28247-28330,28501-28677,29041-29343,29639-29717,29765-30029,30075-30146,31714-32380|
